ticker,date,time_published,title,summary,source,source_domain,category_within_source,url,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,authors_json,topics_json,banner_image
PAG,2023-03-15,20230315T214900,Lithia enters U.K. with acquisition of Jardine Motors,"Lithia Motors has expanded into the United Kingdom by acquiring the dealership group Jardine Motors. This acquisition is a strategic move for Lithia, aiming to help the company achieve its ambitious $50 billion target by 2025. Lithia CEO Bryan DeBoer indicated that this move provides a foundational presence for further growth within the UK market.",Automotive News,Automotive News,General,https://www.autonews.com/retail/lithia-motors-buys-uk-dealership-group-jardine-motors/,0.327572,Somewhat-Bullish,0.629578,0.418497,Bullish,"[""JULIE WALKER""]","[{""topic"": ""mergers_and_acquisitions"", ""relevance_score"": ""0.948526""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.720583""}]",https://www.autonews.com/resizer/v2/DTT3OMLUEJEHXDTKJEKDQT2JFQ.jpg?smart=true&auth=cab6ad57f9d65fa9970be63c6af11e0cf1e3d86c652d3ad403ae25d287b8d5b8&width=600&height=337
ALGN,2023-03-15,20230315T231500,Align Technology opens Innovation Centre in Hyderabad,"Align Technology, a medical device company known for Invisalign, has opened an Innovation Centre (AIC) in Hyderabad. This center aims to drive digital innovation in orthodontics and dentistry, leveraging Hyderabad's talent pool for product development of the Align Digital Platform and iTero intraoral scanners. Executive Vice President Sreelakshmi Kolli and Senior Director Srini Pendala highlighted the center's role in advancing digital dentistry solutions.",Telangana Today,Telangana Today,General,https://telanganatoday.com/align-technology-opens-innovation-centre-in-hyderabad,0.547305,Bullish,1.000000,0.525988,Bullish,"[""Telangana Today""]","[{""topic"": ""technology"", ""relevance_score"": ""1.000000""}, {""topic"": ""life_sciences"", ""relevance_score"": ""0.715381""}]",
DVN,2023-06-13,20230613T095600,Goldman Sachs Upgrades Devon Energy (DVN),"Goldman Sachs upgraded Devon Energy (DVN) from Neutral to Buy, with an average one-year price target suggesting a 30.79% upside. The company declared a quarterly dividend of $0.72 per share, representing a 5.83% dividend yield. Institutional ownership shows a slight decrease in the last quarter, yet the put/call ratio indicates a bullish outlook for DVN.",Nasdaq,Nasdaq,General,https://www.nasdaq.com/articles/goldman-sachs-upgrades-devon-energy-dvn,0.492144,Bullish,1.000000,0.509408,Bullish,"[""George Maybach""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.945632""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.816644""}, {""topic"": ""finance"", ""relevance_score"": ""0.732196""}, {""topic"": ""energy_transportation"", ""relevance_score"": ""0.710118""}]",
APRD,2023-06-13,20230613T100000,Webcast: Barrier Income ETFs: The Latest Innovation in Defined Outcome Investing,"This article announces a webcast discussing Barrier Income ETFs as a new innovation in defined outcome investing. The webcast, by Innovator ETFs and VettaFi, will explore how these ETFs provide income and protection against market losses amidst current economic uncertainties. Key topics include how these ETFs offer high income and protection, market headwinds, and tactical advantages of their payment profile based on equity index options and U.S. treasuries.",ETF Trends,ETF Trends,General,https://www.etftrends.com/webcasts/barrier-income-etfs-the-latest-innovation-in-defined-outcome-investing/,0.321837,Somewhat-Bullish,0.919050,0.307366,Somewhat-Bullish,[],"[{""topic"": ""finance"", ""relevance_score"": ""0.937582""}]",
HCTI,2023-06-13,20230613T120000,Healthcare Triangle Maintains Compliance with Nasdaq Listing Requirements as Nasdaq Resolves Delisting Determination Error,"Healthcare Triangle announced that Nasdaq has resolved an error in its May 31st delisting notice, confirming the company's compliance with listing requirements due to a previous one-for-ten reverse stock split. This cancellation means Healthcare Triangle is no longer required to appeal its delisting determination. The company emphasized its commitment to regulatory compliance and good corporate governance.",Yahoo Finance,Yahoo Finance,General,https://finance.yahoo.com/news/healthcare-triangle-maintains-compliance-nasdaq-120000874.html,0.329387,Somewhat-Bullish,1.000000,0.416791,Bullish,[],"[{""topic"": ""financial_markets"", ""relevance_score"": ""0.911023""}, {""topic"": ""technology"", ""relevance_score"": ""0.700479""}, {""topic"": ""life_sciences"", ""relevance_score"": ""0.710824""}]",
NDAQ,2023-06-13,20230613T120000,Healthcare Triangle Maintains Compliance with Nasdaq Listing Requirements as Nasdaq Resolves Delisting Determination Error,"Healthcare Triangle announced that Nasdaq has resolved an error in its May 31st delisting notice, confirming the company's compliance with listing requirements due to a previous one-for-ten reverse stock split. This cancellation means Healthcare Triangle is no longer required to appeal its delisting determination. The company emphasized its commitment to regulatory compliance and good corporate governance.",Yahoo Finance,Yahoo Finance,General,https://finance.yahoo.com/news/healthcare-triangle-maintains-compliance-nasdaq-120000874.html,0.329387,Somewhat-Bullish,0.616705,0.220115,Somewhat-Bullish,[],"[{""topic"": ""financial_markets"", ""relevance_score"": ""0.911023""}, {""topic"": ""technology"", ""relevance_score"": ""0.700479""}, {""topic"": ""life_sciences"", ""relevance_score"": ""0.710824""}]",
CRSR,2023-06-13,20230613T120100,Corsair Virtuoso RGB Headset Review,"This review details the Corsair Virtuoso RGB headset, highlighting its premium design, comfort for extended use, and high-fidelity audio experience with 7.1 surround sound. It praises the headset's gaming performance and natural-sounding detachable microphone, despite its higher price point compared to other gaming headsets. The review concludes that while it might not satisfy audiophiles, it's an excellent choice for gamers and those frequently using calls, especially when on sale.",GameRant,GameRant,General,https://gamerant.com/corsair-virtuoso-rgb-headset-review/,0.417179,Bullish,1.000000,0.421002,Bullish,"[""Marc Storch""]","[{""topic"": ""technology"", ""relevance_score"": ""0.938002""}]",https://static0.gamerantimages.com/wordpress/wp-content/uploads/2023/06/corsair-virtuoso-rgb-headset-white-review-gamerant-feature.jpg?&fit=crop&w=1600&h=900
IRWD,2023-06-13,20230613T122000,June 12 Quick Takes: AZ’s first-in-class AKT inhibitor under review,"AstraZeneca's first-in-class AKT inhibitor, capivasertib, combined with fulvestrant, is under priority review by the FDA for HR-positive, HER2-negative breast cancers, with a PDUFA date set for Q4. The submission is supported by Phase III CAPItello-291 study data showing significant progression-free survival. Additionally, Simcere Pharmaceutical Group has expanded its presence in Massachusetts through a sponsored research agreement with Mass General Brigham and established a new subsidiary focused on cancer therapies.",BioCentury,BioCentury,General,https://www.biocentury.com/article/648258/june-12-quick-takes-az-s-first-in-class-akt-inhibitor-under-review,0.039986,Neutral,0.307082,0.038793,Neutral,"[""BioCentury Staff""]","[{""topic"": ""life_sciences"", ""relevance_score"": ""0.909381""}]",
F,2023-06-13,20230613T122600,GM could reap billions by building combustion trucks and SUVs through 2035,"General Motors plans to continue producing its most profitable combustion trucks and SUVs for another 10 to 12 years beyond what analysts and suppliers initially expected, potentially generating tens of billions in additional profit before transitioning fully to electric vehicles by 2035. This strategy, highlighted by recent plant retooling announcements, aims to leverage strong demand and high margins on these internal combustion engine (ICE) vehicles while the company's EV line-up matures. The move is expected to appeal to investors and the United Auto Workers, as ICE vehicle-related jobs remain a key concern for the union.",Reuters,Reuters,General,https://www.reuters.com/business/autos-transportation/gm-could-reap-billions-by-building-combustion-trucks-suvs-through-2035-2023-06-13/,0.355561,Bullish,0.717868,0.308190,Somewhat-Bullish,"[""Paul Lienert and Joseph White""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.915044""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.802985""}, {""topic"": ""energy_transportation"", ""relevance_score"": ""0.715056""}]",https://www.reuters.com/resizer/v2/GODY4ZXEQRERHGOZG6UBDETADE.JPG?auth=f7ea454b29827cb41fb33a74a753d24d47b1576dd2d7da9f68407abc5ad9fdad&width=1920&quality=80
GM,2023-06-13,20230613T122600,GM could reap billions by building combustion trucks and SUVs through 2035,"General Motors plans to continue producing its most profitable combustion trucks and SUVs for another 10 to 12 years beyond what analysts and suppliers initially expected, potentially generating tens of billions in additional profit before transitioning fully to electric vehicles by 2035. This strategy, highlighted by recent plant retooling announcements, aims to leverage strong demand and high margins on these internal combustion engine (ICE) vehicles while the company's EV line-up matures. The move is expected to appeal to investors and the United Auto Workers, as ICE vehicle-related jobs remain a key concern for the union.",Reuters,Reuters,General,https://www.reuters.com/business/autos-transportation/gm-could-reap-billions-by-building-combustion-trucks-suvs-through-2035-2023-06-13/,0.355561,Bullish,1.000000,0.421229,Bullish,"[""Paul Lienert and Joseph White""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.915044""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.802985""}, {""topic"": ""energy_transportation"", ""relevance_score"": ""0.715056""}]",https://www.reuters.com/resizer/v2/GODY4ZXEQRERHGOZG6UBDETADE.JPG?auth=f7ea454b29827cb41fb33a74a753d24d47b1576dd2d7da9f68407abc5ad9fdad&width=1920&quality=80
ACN,2023-06-13,20230613T123500,Accenture looks to power AI efforts with $3 billion investment,"Accenture announced a significant $3 billion investment over three years into its data and AI practice, aiming to double the number of employees working with AI to 80,000. This move highlights a broader industry trend of companies scaling up generative AI offerings, following similar initiatives by Microsoft, Alphabet, and Salesforce. The investment also comes after recent layoffs at Accenture and includes the launch of an ""AI Navigator for Enterprise"" tool to guide businesses in AI adoption.",Reuters,Reuters,General,https://www.reuters.com/technology/accenture-looks-power-ai-efforts-with-3-billion-investment-2023-06-13/,0.291902,Somewhat-Bullish,1.000000,0.495259,Bullish,"[""Reuters""]","[{""topic"": ""technology"", ""relevance_score"": ""1.000000""}, {""topic"": ""finance"", ""relevance_score"": ""0.805435""}]",https://www.reuters.com/resizer/o-5eBf5nN37y_c36pX_t-3U9a8c=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/5Y4N3V774VP6L42X54O4R3I46E.jpg
CRM,2023-06-13,20230613T123500,Accenture looks to power AI efforts with $3 billion investment,"Accenture announced a significant $3 billion investment over three years into its data and AI practice, aiming to double the number of employees working with AI to 80,000. This move highlights a broader industry trend of companies scaling up generative AI offerings, following similar initiatives by Microsoft, Alphabet, and Salesforce. The investment also comes after recent layoffs at Accenture and includes the launch of an ""AI Navigator for Enterprise"" tool to guide businesses in AI adoption.",Reuters,Reuters,General,https://www.reuters.com/technology/accenture-looks-power-ai-efforts-with-3-billion-investment-2023-06-13/,0.291902,Somewhat-Bullish,0.636009,0.310764,Somewhat-Bullish,"[""Reuters""]","[{""topic"": ""technology"", ""relevance_score"": ""1.000000""}, {""topic"": ""finance"", ""relevance_score"": ""0.805435""}]",https://www.reuters.com/resizer/o-5eBf5nN37y_c36pX_t-3U9a8c=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/5Y4N3V774VP6L42X54O4R3I46E.jpg
GOOGL,2023-06-13,20230613T123500,Accenture looks to power AI efforts with $3 billion investment,"Accenture announced a significant $3 billion investment over three years into its data and AI practice, aiming to double the number of employees working with AI to 80,000. This move highlights a broader industry trend of companies scaling up generative AI offerings, following similar initiatives by Microsoft, Alphabet, and Salesforce. The investment also comes after recent layoffs at Accenture and includes the launch of an ""AI Navigator for Enterprise"" tool to guide businesses in AI adoption.",Reuters,Reuters,General,https://www.reuters.com/technology/accenture-looks-power-ai-efforts-with-3-billion-investment-2023-06-13/,0.291902,Somewhat-Bullish,0.630689,0.221771,Somewhat-Bullish,"[""Reuters""]","[{""topic"": ""technology"", ""relevance_score"": ""1.000000""}, {""topic"": ""finance"", ""relevance_score"": ""0.805435""}]",https://www.reuters.com/resizer/o-5eBf5nN37y_c36pX_t-3U9a8c=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/5Y4N3V774VP6L42X54O4R3I46E.jpg
MSFT,2023-06-13,20230613T123500,Accenture looks to power AI efforts with $3 billion investment,"Accenture announced a significant $3 billion investment over three years into its data and AI practice, aiming to double the number of employees working with AI to 80,000. This move highlights a broader industry trend of companies scaling up generative AI offerings, following similar initiatives by Microsoft, Alphabet, and Salesforce. The investment also comes after recent layoffs at Accenture and includes the launch of an ""AI Navigator for Enterprise"" tool to guide businesses in AI adoption.",Reuters,Reuters,General,https://www.reuters.com/technology/accenture-looks-power-ai-efforts-with-3-billion-investment-2023-06-13/,0.291902,Somewhat-Bullish,0.601104,0.203660,Somewhat-Bullish,"[""Reuters""]","[{""topic"": ""technology"", ""relevance_score"": ""1.000000""}, {""topic"": ""finance"", ""relevance_score"": ""0.805435""}]",https://www.reuters.com/resizer/o-5eBf5nN37y_c36pX_t-3U9a8c=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/5Y4N3V774VP6L42X54O4R3I46E.jpg
AMD,2023-06-13,20230613T133000,"AMD launches new data-center AI chips, software to go up against Nvidia and Intel","Advanced Micro Devices Inc. (AMD) unveiled new data-center AI chips and software, including the Instinct MI300X accelerator and MI300A, to compete with Nvidia Corp. and Intel Corp. Despite these announcements at its Data Center & AI Technology Premiere event, AMD's stock declined, finishing down 3.6%. The new products are specifically aimed at handling generative-AI workloads.",MarketWatch,MarketWatch,General,https://www.marketwatch.com/story/amd-launches-new-bergamo-data-center-cpu-to-go-up-against-nvidia-intel-bc860fb1?gaa_at=eafs&gaa_n=AWEtsqfPaJDGeqcjGGP1t877zWokfE0nMrXFC7OhVjs_ZjCp-Jm8ekVBNylx&gaa_ts=69076856&gaa_sig=rY3Z_85HgBkHV7KxJj3X9oB0yHpLGqGRSFACMbCO6AAnNsvIXnKCbXL80-JkAxa5TG8DwSvL-uAlckTXcMauSQ%3D%3D,0.018198,Neutral,1.000000,-0.245903,Somewhat-Bearish,"[""Wallace Witkowski""]","[{""topic"": ""technology"", ""relevance_score"": ""0.907940""}]",
INTC,2023-06-13,20230613T133000,"AMD launches new data-center AI chips, software to go up against Nvidia and Intel","Advanced Micro Devices Inc. (AMD) unveiled new data-center AI chips and software, including the Instinct MI300X accelerator and MI300A, to compete with Nvidia Corp. and Intel Corp. Despite these announcements at its Data Center & AI Technology Premiere event, AMD's stock declined, finishing down 3.6%. The new products are specifically aimed at handling generative-AI workloads.",MarketWatch,MarketWatch,General,https://www.marketwatch.com/story/amd-launches-new-bergamo-data-center-cpu-to-go-up-against-nvidia-intel-bc860fb1?gaa_at=eafs&gaa_n=AWEtsqfPaJDGeqcjGGP1t877zWokfE0nMrXFC7OhVjs_ZjCp-Jm8ekVBNylx&gaa_ts=69076856&gaa_sig=rY3Z_85HgBkHV7KxJj3X9oB0yHpLGqGRSFACMbCO6AAnNsvIXnKCbXL80-JkAxa5TG8DwSvL-uAlckTXcMauSQ%3D%3D,0.018198,Neutral,0.708757,0.105700,Neutral,"[""Wallace Witkowski""]","[{""topic"": ""technology"", ""relevance_score"": ""0.907940""}]",
NVDA,2023-06-13,20230613T133000,"AMD launches new data-center AI chips, software to go up against Nvidia and Intel","Advanced Micro Devices Inc. (AMD) unveiled new data-center AI chips and software, including the Instinct MI300X accelerator and MI300A, to compete with Nvidia Corp. and Intel Corp. Despite these announcements at its Data Center & AI Technology Premiere event, AMD's stock declined, finishing down 3.6%. The new products are specifically aimed at handling generative-AI workloads.",MarketWatch,MarketWatch,General,https://www.marketwatch.com/story/amd-launches-new-bergamo-data-center-cpu-to-go-up-against-nvidia-intel-bc860fb1?gaa_at=eafs&gaa_n=AWEtsqfPaJDGeqcjGGP1t877zWokfE0nMrXFC7OhVjs_ZjCp-Jm8ekVBNylx&gaa_ts=69076856&gaa_sig=rY3Z_85HgBkHV7KxJj3X9oB0yHpLGqGRSFACMbCO6AAnNsvIXnKCbXL80-JkAxa5TG8DwSvL-uAlckTXcMauSQ%3D%3D,0.018198,Neutral,0.808300,0.133608,Neutral,"[""Wallace Witkowski""]","[{""topic"": ""technology"", ""relevance_score"": ""0.907940""}]",
ICE,2023-06-13,20230613T134300,"ICE aims to help cocoa, coffee firms meet EU deforestation rule","Intercontinental Exchange (ICE) is launching a new traceability service called ICE Commodity Traceability (ICoT) to help cocoa and coffee companies comply with an upcoming EU law against importing commodities linked to deforestation. This service, set to launch next year, will independently verify company data and validate farm data using satellite imagery to ensure goods were not grown on land deforested after 2020. The EU law aims to combat global greenhouse gas emissions driven by deforestation, with non-compliance potentially leading to significant fines.",Reuters,Reuters,General,https://www.reuters.com/sustainability/ice-aims-help-cocoa-coffee-firms-meet-eu-deforestation-rule-2023-06-13/,0.424733,Bullish,1.000000,0.425027,Bullish,"[""May Angel"", ""Kate Abnett""]","[{""topic"": ""economy_fiscal"", ""relevance_score"": ""0.828926""}, {""topic"": ""finance"", ""relevance_score"": ""0.743903""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.649277""}]",https://www.reuters.com/resizer/v2/https%3A%2F%2Fcloudfront-us-east-2.images.arcpublishing.com%2Freuters%2FV33J327U7BLCXGJK6GIXN42LQI.JPG?_auth=c83a0026e6328fb60100f73c6835ac09ca2ac043efd7e3661502479e39401736&width=1200&height=628&quality=80&smart=true
CLRO,2023-06-13,20230613T135308,ClearOne Introduces BMA 360D,"ClearOne has introduced the BMA 360D, a new beamforming microphone array ceiling tile that offers native compatibility with any Dante-enabled DSP mixer. This new array enhances functionality by delivering unprocessed beam audio on individual Dante transmit channels, along with a smart-switched output that includes ClearOne’s full suite of audio enhancements. The BMA 360D features ultra-wideband, frequency-invariant beamforming technology that simplifies integration with preset and custom beam patterns.",rAVe [PUBS],rAVe [PUBS],General,https://ravepubs.com/clearone-introduces-bma-360d/,0.045664,Neutral,0.336597,0.030133,Neutral,"[""Steph Beckett""]","[{""topic"": ""technology"", ""relevance_score"": ""0.946289""}]",https://www.ravepubs.com/wp-content/uploads/2023/06/BMA-360D.png
ISRG,2023-06-13,20230613T141015,ETFs Head-to-Head: BetaShares RBTZ' vs Global X ROBO',"This article compares two ASX-listed ETFs focused on AI and robotics: BetaShares Global Robotics and Artificial Intelligence ETF (ASX: RBTZ) and Global X ROBO Global Robotics & Automation ETF (ASX: ROBO). It analyzes their fund objectives, profiles, holdings, performance, and fees, highlighting ROBO's greater diversification and historical outperformance despite higher management costs. The article concludes that while both offer exposure to AI and robotics, ROBO is larger and more diversified.",Selfwealth,Selfwealth,General,https://www.selfwealth.com.au/blog/etfs-head-to-head-betashares-rbtz-vs-global-x-robo,0.236481,Somewhat-Bullish,0.634574,0.347018,Somewhat-Bullish,"[""Rene Anthony""]","[{""topic"": ""financial_markets"", ""relevance_score"": ""0.940839""}, {""topic"": ""technology"", ""relevance_score"": ""0.869271""}, {""topic"": ""finance"", ""relevance_score"": ""0.706697""}]",https://framerusercontent.com/images/uJjHasPcsEGPZJhK7SyEDtbc4k.jpg?width=770&height=500
NOW,2023-06-13,20230613T141015,ETFs Head-to-Head: BetaShares RBTZ' vs Global X ROBO',"This article compares two ASX-listed ETFs focused on AI and robotics: BetaShares Global Robotics and Artificial Intelligence ETF (ASX: RBTZ) and Global X ROBO Global Robotics & Automation ETF (ASX: ROBO). It analyzes their fund objectives, profiles, holdings, performance, and fees, highlighting ROBO's greater diversification and historical outperformance despite higher management costs. The article concludes that while both offer exposure to AI and robotics, ROBO is larger and more diversified.",Selfwealth,Selfwealth,General,https://www.selfwealth.com.au/blog/etfs-head-to-head-betashares-rbtz-vs-global-x-robo,0.236481,Somewhat-Bullish,0.643405,0.294247,Somewhat-Bullish,"[""Rene Anthony""]","[{""topic"": ""financial_markets"", ""relevance_score"": ""0.940839""}, {""topic"": ""technology"", ""relevance_score"": ""0.869271""}, {""topic"": ""finance"", ""relevance_score"": ""0.706697""}]",https://framerusercontent.com/images/uJjHasPcsEGPZJhK7SyEDtbc4k.jpg?width=770&height=500
NVDA,2023-06-13,20230613T141015,ETFs Head-to-Head: BetaShares RBTZ' vs Global X ROBO',"This article compares two ASX-listed ETFs focused on AI and robotics: BetaShares Global Robotics and Artificial Intelligence ETF (ASX: RBTZ) and Global X ROBO Global Robotics & Automation ETF (ASX: ROBO). It analyzes their fund objectives, profiles, holdings, performance, and fees, highlighting ROBO's greater diversification and historical outperformance despite higher management costs. The article concludes that while both offer exposure to AI and robotics, ROBO is larger and more diversified.",Selfwealth,Selfwealth,General,https://www.selfwealth.com.au/blog/etfs-head-to-head-betashares-rbtz-vs-global-x-robo,0.236481,Somewhat-Bullish,0.604152,0.283346,Somewhat-Bullish,"[""Rene Anthony""]","[{""topic"": ""financial_markets"", ""relevance_score"": ""0.940839""}, {""topic"": ""technology"", ""relevance_score"": ""0.869271""}, {""topic"": ""finance"", ""relevance_score"": ""0.706697""}]",https://framerusercontent.com/images/uJjHasPcsEGPZJhK7SyEDtbc4k.jpg?width=770&height=500
ROBO,2023-06-13,20230613T141015,ETFs Head-to-Head: BetaShares RBTZ' vs Global X ROBO',"This article compares two ASX-listed ETFs focused on AI and robotics: BetaShares Global Robotics and Artificial Intelligence ETF (ASX: RBTZ) and Global X ROBO Global Robotics & Automation ETF (ASX: ROBO). It analyzes their fund objectives, profiles, holdings, performance, and fees, highlighting ROBO's greater diversification and historical outperformance despite higher management costs. The article concludes that while both offer exposure to AI and robotics, ROBO is larger and more diversified.",Selfwealth,Selfwealth,General,https://www.selfwealth.com.au/blog/etfs-head-to-head-betashares-rbtz-vs-global-x-robo,0.236481,Somewhat-Bullish,0.333542,0.040590,Neutral,"[""Rene Anthony""]","[{""topic"": ""financial_markets"", ""relevance_score"": ""0.940839""}, {""topic"": ""technology"", ""relevance_score"": ""0.869271""}, {""topic"": ""finance"", ""relevance_score"": ""0.706697""}]",https://framerusercontent.com/images/uJjHasPcsEGPZJhK7SyEDtbc4k.jpg?width=770&height=500
APRN,2023-06-13,20230613T142823,Blue Apron stock see-saws on asset sale to FreshRealm; job cuts,"Blue Apron (NYSE:APRN) shares experienced significant volatility after announcing the sale of its operational infrastructure to FreshRealm, receiving $25 million upfront with potential for an additional $25 million. This move is intended to make Blue Apron an ""asset-light"" company, allowing it to focus on its direct-to-consumer business and accelerate product expansion, including new convenient options. The company also indicated reduced headcount and administrative costs as a result of the sale.",Proactive financial news,Proactive financial news,General,https://www.proactiveinvestors.com.au/companies/news/1017600/blue-apron-stock-see-saws-on-asset-sale-to-freshrealm-job-cuts-1017600.html,-0.250082,Somewhat-Bearish,1.000000,-0.291770,Somewhat-Bearish,"[""Sean Mason""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.944440""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.914158""}, {""topic"": ""mergers_and_acquisitions"", ""relevance_score"": ""0.803000""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.716264""}]",https://cdn.proactiveinvestors.com/eyJidWNrZXQiOiJwYS1jZG4iLCJrZXkiOiJ1cGxvYWRcL05ld3NcL0ltYWdlXC8yMDIzXzA2XC90cmFkaW5nc2NyZWVuc182NDg3MzRkZmEyMWYzLmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MTI4MCwiaGVpZ2h0Ijo3MjAsImZpdCI6ImNvdmVyIn19fQ==
DUK,2023-06-13,20230613T143025,Duke Energy sells 3.4-GW commercial renewables business to Brookfield for $2.8B,"Duke Energy has completed the sale of its 3.4 GW unregulated commercial renewables business to Brookfield Renewable Partners for $2.8 billion, a move that finalizes Duke's transition to a fully regulated utility. Duke plans to use the proceeds to strengthen its balance sheet and invest further in clean energy and grid enhancements within its regulated operations. The sale, which was initially valued at $4 billion by Duke, will result in approximately $1.1 billion net for the company after accounting for tax equity interests and debt assumption, along with an $800 million pre-tax impairment charge.",Utility Dive,Utility Dive,General,https://www.utilitydive.com/news/duke-energy-sale-brookefield-unregulated-commercial-renewables/652776/,0.261879,Somewhat-Bullish,1.000000,0.265997,Somewhat-Bullish,"[""Diana DiGangi""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.940489""}, {""topic"": ""mergers_and_acquisitions"", ""relevance_score"": ""0.944746""}, {""topic"": ""energy_transportation"", ""relevance_score"": ""0.830900""}]",
ENVB,2023-06-13,20230613T143455,Where Are Psychedelics Legal (or Decriminalized)?,"This article provides a comprehensive list of countries, states, and cities where psychedelics are either legal or decriminalized. It details the nuances of policies in various locations, highlighting different approaches from full legalization to religious exemptions or decriminalization for personal use. The piece serves as a guide to the evolving regulatory landscape of psychedelic substances globally.",microdose.buzz,microdose.buzz,General,https://microdose.buzz/news/where-are-psychedelics-legal-or-decriminalized/,0.035638,Neutral,0.337535,0.037778,Neutral,"[""Microdose""]","[{""topic"": ""life_sciences"", ""relevance_score"": ""0.908486""}]",
ES,2023-06-13,20230613T143515,A first-of-its-kind heating system is being built in a Framingham neighborhood,"Eversource has broken ground on a first-of-its-kind utility-scale networked geothermal system in Framingham, Massachusetts. This pilot program aims to provide indoor heating and cooling to 37 buildings (32 residential, five commercial) through a one-mile-long loop, exploring an alternative to traditional energy sources. The project emphasizes collaboration between various stakeholders and is expected to reduce heating and cooling costs for participants, although electricity costs will increase.",MetroWest Daily News,MetroWest Daily News,General,https://www.metrowestdailynews.com/story/business/energy-resource/2023/06/13/geothermal-project-link-37-buildings-framingham-ma-cheaper-heating/70308132007/,0.412997,Bullish,1.000000,0.402963,Bullish,"[""Tom Benoit""]","[{""topic"": ""energy_transportation"", ""relevance_score"": ""0.901795""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.615342""}]",
ES,2023-06-13,20230613T143515,The country’s first gas utility-run networked geothermal heating and cooling system breaks ground in Mass.,"New England's largest energy utility, Eversource, has broken ground on the country's first gas utility-run networked geothermal heating and cooling system in Framingham, Massachusetts. This pilot project will provide climate-friendly heating and cooling to 37 buildings using deep wells and pipes, aiming to reduce carbon emissions by 60% and potentially lower energy bills for customers. The initiative represents a new business model for gas utilities as the state transitions away from fossil fuels, with hopes for scalability to meet clean energy goals.",WBUR,WBUR,General,https://www.wbur.org/news/2023/06/13/networked-geothermal-eversource-heat-pump-gas-utility,0.418466,Bullish,1.000000,0.436385,Bullish,"[""Miriam Wasser""]","[{""topic"": ""energy_transportation"", ""relevance_score"": ""0.937873""}, {""topic"": ""economy_fiscal"", ""relevance_score"": ""0.611880""}]",
JLS,2023-06-13,20230613T144200,Mortgage lender Aviom India raises $30 mn for business expansion,"Mortgage lender Aviom India Housing Finance has secured $30 million in a Series D funding round led by Nuveen, with C4D Partners making a partial exit. The company plans to use the new capital to expand its market reach and strengthen its operational capacity, particularly in providing micro-mortgages to low-income households and women in rural and semi-urban areas. This investment underscores Aviom's commitment to creating a positive social impact through financial inclusion.",Business Standard,Business Standard,General,https://www.business-standard.com/companies/news/mortgage-lender-aviom-india-raises-30-mn-for-business-expansion-123061300535_1.html,0.41246,Bullish,0.825395,0.408985,Bullish,"[""Ajinkya Kawale""]","[{""topic"": ""finance"", ""relevance_score"": ""0.919608""}, {""topic"": ""real_estate"", ""relevance_score"": ""0.812549""}]",
GIND,2023-06-13,20230613T144525,Mediolanum expands its equity range with 3 new thematic funds,"Mediolanum International Funds Ltd (MIFL) has launched three new multi-manager funds: Mediolanum Best Brands Future Sustainable Nutrition, Mediolanum Best Brands Global Equity Styles Selection, and Mediolanum Best Brands India Opportunities. These funds aim to provide clients with access to diverse economies, sectors, and investment themes, including a focus on sustainable food systems, diversified equity styles, and the fast-growing Indian economy. The launches expand MIFL's product range, incorporating ESG considerations and leveraging expertise from various specialized asset managers.",RankiaPro,RankiaPro,General,https://rankiapro.com/en/news/mediolanum-expands-equity-range-with-three-new-thematic-funds/,0.162899,Somewhat-Bullish,0.302355,0.011615,Neutral,"[""RankiaPro Europe""]","[{""topic"": ""finance"", ""relevance_score"": ""0.942885""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.817211""}]",
